770.5633735656738,399.50000166893005
783.7332344055176,364.53521847724915
794.483528137207,332.241690158844
808.0070114135742,302.9884672164917
820.0059127807617,283.19604992866516
833.7720108032227,262.87688434123993
843.9565658569336,254.83939826488495
852.2704696655273,243.33099961280823
864.6479988098145,234.19242918491364
878.9677619934082,229.48426723480225
886.0647583007812,244.247864484787
875.3058815002441,248.5972112417221
869.2093849182129,267.30951368808746
859.5532035827637,260.7134521007538
857.574634552002,264.9126648902893
851.7782592773438,296.779625415802
848.3645439147949,289.13623094558716
837.7371597290039,331.556761264801
835.5642700195312,351.5267837047577
835.7313537597656,374.4571924209595
842.0450592041016,388.749418258667
845.6533241271973,406.82429909706116
850.1457595825195,398.57399582862854
849.1935539245605,424.30089712142944
859.0498924255371,435.8532464504242
868.7487030029297,446.05170249938965
870.0809669494629,440.6472659111023
878.5467338562012,455.6558668613434
886.0459899902344,462.75344252586365
897.0988082885742,467.69922137260437
904.8385620117188,475.23417949676514
914.7752380371094,474.91862297058105
920.8649826049805,477.63001441955566
928.2279396057129,476.669762134552
930.3673553466797,478.2212162017822
932.0573616027832,478.76771092414856
934.2310523986816,476.37503027915955
934.7506713867188,475.691260099411
933.8648986816406,475.04984736442566
933.863525390625,474.3523979187012
932.4090957641602,474.4260084629059
931.8403244018555,472.50946283340454
931.4966583251953,471.5452194213867
931.3667106628418,468.93611669540405
930.7520484924316,468.8235604763031
930.3058433532715,468.4211325645447
932.1610450744629,467.2028410434723
932.5329780578613,466.338826417923
932.9768943786621,465.56554555892944
932.7919006347656,464.69335556030273
932.9764366149902,467.59101033210754
933.6151313781738,465.6912338733673
934.2723083496094,465.1676559448242
935.2004814147949,465.0017988681793
933.9713287353516,464.1980051994324
934.1551208496094,463.3065676689148
933.178825378418,465.45997381210327
932.7874374389648,465.99838972091675
930.5096054077148,470.2078056335449
927.9369735717773,472.6020312309265
925.1204681396484,477.54912972450256
923.5635566711426,481.8048942089081
921.7656326293945,486.59791588783264
917.1584129333496,495.24646282196045
915.3379440307617,505.0543677806854
912.546272277832,516.6424763202667
906.5122032165527,532.8337383270264
901.058349609375,548.7320709228516
895.5626106262207,568.3741450309753
887.4590492248535,592.5771760940552
881.253604888916,618.7488627433777
870.2660751342773,650.1968836784363
864.3461036682129,678.5731530189514
852.0315170288086,736.4466190338135
839.4826698303223,762.7667498588562
830.0947952270508,791.2487840652466
809.2270660400391,821.0287714004517
691.3453674316406,1112.2489500045776
672.6987648010254,575.4285264015198
755.8992576599121,447.2974491119385
770.5633735656738,399.50000166893005
783.7332344055176,364.53521847724915
794.483528137207,332.241690158844
808.0070114135742,302.9884672164917
820.0059127807617,283.19604992866516
833.7720108032227,262.87688434123993
843.9565658569336,254.83939826488495
852.2704696655273,243.33099961280823
864.6479988098145,234.19242918491364
878.9677619934082,229.48426723480225
886.0647583007812,244.247864484787
875.3058815002441,248.5972112417221
869.2093849182129,267.30951368808746
859.5532035827637,260.7134521007538
857.574634552002,264.9126648902893
851.7782592773438,296.779625415802
848.3645439147949,289.13623094558716
837.7371597290039,331.556761264801
835.5642700195312,351.5267837047577
835.7313537597656,374.4571924209595
842.0450592041016,388.749418258667
845.6533241271973,406.82429909706116
850.1457595825195,398.57399582862854
849.1935539245605,424.30089712142944
859.0498924255371,435.8532464504242
868.7487030029297,446.05170249938965
870.0809669494629,440.6472659111023
878.5467338562012,455.6558668613434
886.0459899902344,462.75344252586365
897.0988082885742,467.69922137260437
904.8385620117188,475.23417949676514
914.7752380371094,474.91862297058105
920.8649826049805,477.63001441955566
928.2279396057129,476.669762134552
930.3673553466797,478.2212162017822
932.0573616027832,478.76771092414856
934.2310523986816,476.37503027915955
934.7506713867188,475.691260099411
933.8648986816406,475.04984736442566
933.863525390625,474.3523979187012
932.4090957641602,474.4260084629059
931.8403244018555,472.50946283340454
931.4966583251953,471.5452194213867
931.3667106628418,468.93611669540405
930.7520484924316,468.8235604763031
930.3058433532715,468.4211325645447
932.1610450744629,467.2028410434723
932.5329780578613,466.338826417923
932.9768943786621,465.56554555892944
932.7919006347656,464.69335556030273
932.9764366149902,467.59101033210754
933.6151313781738,465.6912338733673
934.2723083496094,465.1676559448242
935.2004814147949,465.0017988681793
933.9713287353516,464.1980051994324
934.1551208496094,463.3065676689148
933.178825378418,465.45997381210327
932.7874374389648,465.99838972091675
930.5096054077148,470.2078056335449
927.9369735717773,472.6020312309265
925.1204681396484,477.54912972450256
923.5635566711426,481.8048942089081
921.7656326293945,486.59791588783264
917.1584129333496,495.24646282196045
915.3379440307617,505.0543677806854
912.546272277832,516.6424763202667
906.5122032165527,532.8337383270264
901.058349609375,548.7320709228516
895.5626106262207,568.3741450309753
887.4590492248535,592.5771760940552
881.253604888916,618.7488627433777
870.2660751342773,650.1968836784363
864.3461036682129,678.5731530189514
852.0315170288086,736.4466190338135
839.4826698303223,762.7667498588562
830.0947952270508,791.2487840652466
809.2270660400391,821.0287714004517
691.3453674316406,1112.2489500045776
